Temperature, 201601010000, 52.75, 66.5, 251.900000
Temperature, 201601010000, 52.75, 66.75, 251.700000
Temperature, 201601010000, 52.75, 67.0, 250.800000
Temperature, 201601010000, 52.75, 67.25, 250.400000
Temperature, 201601010000, 52.75, 67.5, 250.200000
Temperature, 201601010000, 52.75, 67.75, 250.100000
Temperature, 201601010000, 52.75, 68.0, 250.100000
Temperature, 201601010000, 52.75, 68.25, 249.800000
Temperature, 201601010000, 52.75, 68.5, 249.300000
Temperature, 201601010000, 52.75, 68.75, 248.800000
Temperature, 201601010000, 52.75, 69.0, 248.400000
Temperature, 201601010000, 52.75, 69.25, 248.200000
Temperature, 201601010000, 52.75, 69.5, 248.000000
Temperature, 201601010000, 52.75, 69.75, 247.800000
Temperature, 201601010000, 52.75, 70.0, 247.800000
Temperature, 201601010000, 52.75, 70.25, 247.700000
Temperature, 201601010000, 52.75, 70.5, 247.500000
Temperature, 201601010000, 52.75, 70.75, 247.200000
Temperature, 201601010000, 52.75, 71.0, 247.100000
Temperature, 201601010000, 52.75, 71.25, 247.300000
Temperature, 201601010000, 52.75, 71.5, 248.800000
Temperature, 201601010000, 52.75, 71.75, 251.400000
Temperature, 201601010000, 52.75, 72.0, 250.800000
Temperature, 201601010000, 52.75, 72.25, 250.400000
Temperature, 201601010000, 52.75, 72.5, 250.100000
Temperature, 201601010000, 52.75, 72.75, 249.800000
Temperature, 201601010000, 52.75, 73.0, 247.500000
Temperature, 201601010000, 52.75, 73.25, 247.100000
Temperature, 201601010000, 52.75, 73.5, 247.400000
Temperature, 201601010000, 53.0, 62.75, 247.300000
Temperature, 201601010000, 53.0, 63.0, 247.200000
Temperature, 201601010000, 53.0, 63.25, 247.000000
Temperature, 201601010000, 53.0, 63.5, 246.900000
Temperature, 201601010000, 53.0, 63.75, 246.800000
Temperature, 201601010000, 53.0, 64.0, 247.000000
Temperature, 201601010000, 53.0, 64.25, 247.300000
Temperature, 201601010000, 53.0, 64.5, 247.800000
Temperature, 201601010000, 53.0, 64.75, 248.700000
Temperature, 201601010000, 53.0, 65.0, 250.200000
Temperature, 201601010000, 53.0, 65.25, 250.400000
Temperature, 201601010000, 53.0, 65.5, 250.300000
Temperature, 201601010000, 53.0, 65.75, 250.000000
Temperature, 201601010000, 53.0, 66.0, 250.100000
Temperature, 201601010000, 53.0, 66.25, 250.400000
Temperature, 201601010000, 53.0, 66.5, 250.400000
Temperature, 201601010000, 53.0, 66.75, 250.500000
Temperature, 201601010000, 53.0, 67.0, 250.100000
Temperature, 201601010000, 53.0, 67.25, 249.000000
Temperature, 201601010000, 53.0, 67.5, 248.200000
Temperature, 201601010000, 53.0, 67.75, 248.300000
Temperature, 201601010000, 53.0, 68.0, 247.900000
Temperature, 201601010000, 53.0, 68.25, 247.300000
Temperature, 201601010000, 53.0, 68.5, 246.800000
Temperature, 201601010000, 53.0, 68.75, 245.900000
Temperature, 201601010000, 53.0, 69.0, 245.600000
Temperature, 201601010000, 53.0, 69.25, 245.400000
Temperature, 201601010000, 53.0, 69.5, 245.400000
Temperature, 201601010000, 53.0, 69.75, 245.400000
Temperature, 201601010000, 53.0, 70.0, 245.500000
Temperature, 201601010000, 53.0, 70.25, 245.800000
Temperature, 201601010000, 53.0, 70.5, 246.000000
Temperature, 201601010000, 53.0, 70.75, 246.300000
Temperature, 201601010000, 53.0, 71.0, 246.700000
Temperature, 201601010000, 53.0, 71.25, 247.600000
Temperature, 201601010000, 53.0, 71.5, 251.000000
Temperature, 201601010000, 53.0, 71.75, 251.000000
Temperature, 201601010000, 53.0, 72.0, 250.700000
Temperature, 201601010000, 53.0, 72.25, 250.400000
Temperature, 201601010000, 53.0, 72.5, 250.400000
Temperature, 201601010000, 53.0, 72.75, 250.400000
Temperature, 201601010000, 53.0, 73.0, 250.400000
Temperature, 201601010000, 53.0, 73.25, 250.300000
Temperature, 201601010000, 53.0, 73.5, 250.100000
Temperature, 201601010000, 53.25, 62.75, 246.500000
Temperature, 201601010000, 53.25, 63.0, 246.500000
Temperature, 201601010000, 53.25, 63.25, 246.100000
Temperature, 201601010000, 53.25, 63.5, 245.800000
Temperature, 201601010000, 53.25, 63.75, 245.600000
Temperature, 201601010000, 53.25, 64.0, 245.400000
Temperature, 201601010000, 53.25, 64.25, 245.500000
Temperature, 201601010000, 53.25, 64.5, 245.800000
Temperature, 201601010000, 53.25, 64.75, 247.000000
Temperature, 201601010000, 53.25, 65.0, 248.500000
Temperature, 201601010000, 53.25, 65.25, 248.900000
Temperature, 201601010000, 53.25, 65.5, 248.900000
Temperature, 201601010000, 53.25, 65.75, 249.000000
Temperature, 201601010000, 53.25, 66.0, 249.000000
Temperature, 201601010000, 53.25, 66.25, 249.200000
Temperature, 201601010000, 53.25, 66.5, 249.400000
